F32H2.5	FasN-1	K00665
K05G3.3	Cah-3	K01674
R173.1	Cah-5	K01674
T28F2.3	Cah-6	K01674
C28D4.3	Gln-6	K01915
C45B2.5	Gln-1	K01915
F26D10.10	Gln-5	K01915
K03H1.1	Gln-2	K01915
Y105C5B.28	Gln-3	K01915
F25G6.6	Nrs-2	K01953
ZK1058.6	Nit-1	K01501
T14G10.1	Pps-1	K13811
ZK430.2	Tag-231	K01082
W09B6.1	Pod-2	K11262
F32H2.5	FasN-1	K00665
F53A2.7	ThiOlases	K07508
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
F44C4.5	Ppt-1	K01074
T02G5.8	Kat-1	K00626
F53A2.7	ThiOlases	K07508
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
C29F3.1	Ech-1	K07515
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
T05G5.6	Ech-6	K07511
K05F1.3	AcdH-8	K00249
T08G2.3	AcdH-10	K00249
T25G12.5	AcdH-7	K00249
K06A5.6	AcdH-3	K09478
C46F4.2	Acs-17	K01897
F28F8.2	Acs-2	K01897
F37C12.7	Acs-16	K01897
Y65B4BL.5	Acs-13	K01897
Y76A2B.3	Acs-14	K01897
Y46G5A.17	Cpt-1	K08765
R07H5.2	Cpt-2	K08766
R06F6.9	Ech-4	K13239
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
C49C8.4	Cyp-33e1	K00493
F42A9.5	Cyp-33e2	K00493
R08F11.3	Cyp-33c8	K00493
Y49C4A.9	Cyp-33c11	K00493
T02G5.8	Kat-1	K00626
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
F08F3.2	Acl-6	K00629
F49H12.6	Acl-4	K13506
R07E3.5	Acl-5	K13506
F59F4.4	Acl-1	K13509
T06E8.1	Acl-2	K13509
T05H4.1	Acl-8	K13513
ZK40.1	Acl-9	K13513
C09E10.2	Dgk-1	K00901
F42A9.1	Dgk-4	K00901
F54G8.2	Dgk-3	K00901
K06A1.6	Dgk-5	K00901
F47G4.3	GpdH-1	K00006
K11H3.1	GpdH-2	K00006
F08F3.2	Acl-6	K00629
F49H12.6	Acl-4	K13506
R07E3.5	Acl-5	K13506
F59F4.4	Acl-1	K13509
T06E8.1	Acl-2	K13509
T05H4.1	Acl-8	K13513
ZK40.1	Acl-9	K13513
Y46G5A.21	Acl-7	K00649
C09E10.2	Dgk-1	K00901
F42A9.1	Dgk-4	K00901
F54G8.2	Dgk-3	K00901
K06A1.6	Dgk-5	K00901
C04G6.3	Pld-1	K01115
ZC416.8	Unc-17	K00623
W09B12.1	Ace-1	K01049
Y44E3A.2	Ace-2	K01049
Y48B6A.7	Ace-4	K01049
T27A10.3	Ckc-1	K00894
ZC506.3	PssY-1	K08729
B0361.5	Psd-1	K01613
ZK809.2	Acl-3	K13511
K07B1.5	Acl-14	K13514
Y46G5A.5	PisY-1	K00999
F14F3.3	Tag-289	K13516
Y50D7A.7	Ads-1	K00803
C04G6.3	Pld-1	K01115
C52B9.7	Paf-2	K01062
T03F6.5	Lis-1	K01062
F43H9.2	SptL-2	K00654
T22G5.5	SptL-3	K00654
K11D2.2	AsaH-1	K12348
F53H8.4	Sms-2	K04714
H21P03.3	Sms-1	K04714
Y22D7AL.8	Sms-3	K04714
B0252.2	Asm-1	K12350
W03G1.7	Asm-3	K12350
ZK455.4	Asm-2	K12350
Y66H1B.4	Spl-1	K01634
F59G1.1	Cgt-3	K00720
ZC416.6	ProTease	K01254
C06B3.4	StdH-1	K00100
C06B3.5	StdH-3	K00100
C56G2.6	Let-767	K00100
F11A5.12	StdH-2	K00100
F25G6.5	StdH-4	K00100
C15F1.6	Art-1	K10258
F10D2.9	Fat-7	K00507
VZK822L.1	Fat-6	K00507
W06D12.3	Fat-5	K00507
Y67H2A.8	Fat-1	K10257
C29F3.1	Ech-1	K07515
EEED8.8	Ndx-6	K13988
F08C6.6	Apy-1	K12304
R07E4.4	Mig-23	K12305
K08H10.4	Uda-1	K01511
ZC395.7	Hap-1	K01519
T23G5.1	Rnr-1	K10807
C03C10.3	Rnr-2	K10808
F36A4.7	Ama-1	K03006
C26E6.4	Rpb-2	K03010
C36B1.3	Rpb-3	K03011
F43E2.2	Rpb-4	K03012
H27M09.2	Rpb-5	K03013
C06A1.5	Rpb-6	K03014
Y54E10BR.6	Rpb-7	K03015
F26F4.11	Rpb-8	K03016
Y97E10AR.5	Rpb-9	K03017
Y37E3.3	Rpb-10	K03007
W01G7.3	Rpb-11	K03008
F23B2.13	Rpb-12	K03009
C42D4.8	Rpc-1	K03018
R01H10.1	Div-1	K02321
F58A4.4	Pri-1	K02684
W02D9.1	Pri-2	K02685
F17C8.1	Acy-1	K08049
C46E1.2	Gcy-36	K12319
T04D3.4	Gcy-35	K12319
T01A4.1	Gcy-28	K12323
AH6.1	Gcy-1	K01769
B0024.6	Gcy-6	K01769
C06A12.4	Gcy-27	K01769
C06B3.8	Gcy-32	K01769
C17F4.6	Gcy-19	K01769
C30G4.3	Gcy-11	K01769
C49H3.1	Gcy-8	K01769
F08B1.2	Gcy-12	K01769
F21H7.9	Gcy-20	K01769
F22E5.3	Gcy-21	K01769
F23H12.6	Gcy-13	K01769
M04G12.3	Gcy-34	K01769
R134.1	Gcy-3	K01769
R134.2	Gcy-2	K01769
T03D8.5	Gcy-22	K01769
T26C12.4	Gcy-23	K01769
W03F11.2	Gcy-17	K01769
Y105C5B.2	Gcy-25	K01769
ZC239.7	Gcy-15	K01769
ZC412.2	Gcy-14	K01769
ZK455.2	Gcy-9	K01769
ZK896.8	Gcy-18	K01769
ZK970.5	Gcy-4	K01769
ZK970.6	Gcy-5	K01769
C32E12.2	Pde-5	K01120
R153.1	Pde-4	K01120
Y95B8A.10	Pde-6	K01120
T04D3.3	Pde-1	K13755
E01F3.1	Pde-3	K13296
C27H5.1	Pdl-1	K13758
C29E4.8	Let-754	K00939
Y56A3A.13	Nft-1	K01522
T14G10.1	Pps-1	K13811
D2085.1	Pyr-1	K11540
W02D3.2	DhoD-1	K00254
T07C4.1	UmpS-1	K13421
F08C6.6	Apy-1	K12304
R07E4.4	Mig-23	K12305
K08H10.4	Uda-1	K01511
ZC395.7	Hap-1	K01519
F36A4.7	Ama-1	K03006
C26E6.4	Rpb-2	K03010
C36B1.3	Rpb-3	K03011
F43E2.2	Rpb-4	K03012
H27M09.2	Rpb-5	K03013
C06A1.5	Rpb-6	K03014
Y54E10BR.6	Rpb-7	K03015
F26F4.11	Rpb-8	K03016
Y97E10AR.5	Rpb-9	K03017
Y37E3.3	Rpb-10	K03007
W01G7.3	Rpb-11	K03008
F23B2.13	Rpb-12	K03009
C42D4.8	Rpc-1	K03018
R01H10.1	Div-1	K02321
F58A4.4	Pri-1	K02684
W02D9.1	Pri-2	K02685
ZK783.2	Upp-1	K00757
C25F6.3	DpyD-1	K00207
C47E12.8	Dhp-2	K01464
C06G3.7	TrxR-1	K00384
T23G5.1	Rnr-1	K10807
C03C10.3	Rnr-2	K10808
K07A1.2	Dut-1	K01520
C47D2.2	Cdd-1	K01489
F49E8.4	Cdd-2	K01489
Y43C5A.5	Thk-1	K00857
E02H1.3	Tag-124	K01718
F25G6.6	Nrs-2	K01953
Y37D8A.23	Unc-25	K01580
K04D7.3	Gta-1	K13524
F45H10.1	Alh-7	K00139
F56D12.1	Alh-6	K00294
C28D4.3	Gln-6	K01915
C45B2.5	Gln-1	K01915
F26D10.10	Gln-5	K01915
K03H1.1	Gln-2	K01915
Y105C5B.28	Gln-3	K01915
D2085.1	Pyr-1	K11540
C05D11.11	Mel-32	K00600
F01F1.6	Alh-9	K14085
C49F5.1	SamS-1	K00789
T13A10.11	Tag-32	K00789
F47G4.7	Smd-1	K01611
F13D12.2	Ldh-1	K00016
K02A4.1	BcaT-1	K00826
F27D4.5	Tag-173	K00167
K05F1.3	AcdH-8	K00249
T08G2.3	AcdH-10	K00249
T25G12.5	AcdH-7	K00249
C02B10.1	Ivd-1	K00253
K06A5.6	AcdH-3	K09478
F28A10.6	AcdH-9	K11538
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
F01G4.2	Ard-1	K08683
F53A2.7	ThiOlases	K07508
F27D9.5	PccA-1	K01965
F52E4.1	PccB-1	K01966
D2030.5	Mce-1	K05606
ZK1058.1	MmcM-1	K01847
F13D12.4	Alh-8	K00140
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
K04D7.3	Gta-1	K13524
T02G5.8	Kat-1	K00626
K02A4.1	BcaT-1	K00826
R74.1	Lrs-1	K01869
ZK524.3	Lrs-2	K01869
C25A1.7	Irs-2	K01870
R11A8.6	Irs-1	K01870
Y87G2A.5	Vrs-2	K01873
ZC513.4	Vrs-1	K01873
F01F1.6	Alh-9	K14085
F01F1.6	Alh-9	K14085
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
T02G5.8	Kat-1	K00626
T12F5.4	Lin-59	K06101
C26E6.9	Set-2	K11422
T26A5.7	Set-1	K11428
R05D3.11	Met-2	K11421
Y41D4B.12	Set-23	K11433
C32D5.5	Set-4	K11429
ZK112.1	Pcp-1	K01423
ZK688.6	Pcp-5	K01423
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
D2089.5	Gbh-1	K00471
M05D6.7	Gbh-2	K00471
F52H3.1	Let-268	K13647
K11C4.4	Odc-1	K01581
F47G4.7	Smd-1	K01611
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
F56D12.1	Alh-6	K00294
F35G2.4	Phy-2	K00472
Y47D3B.10	Dpy-18	K00472
C28D4.3	Gln-6	K01915
C45B2.5	Gln-1	K01915
F26D10.10	Gln-5	K01915
K03H1.1	Gln-2	K01915
Y105C5B.28	Gln-3	K01915
K01C8.3	Tdc-1	K01593
ZK829.2	Hdl-1	K01593
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
T08B1.3	Alh-5	K00129
T21C12.2	Hpd-1	K00457
W06D4.1	Hgo-1	K00451
D1053.1	Gst-42	K01800
C34G6.2	Tyr-4	K00505
K01C8.3	Tdc-1	K01593
ZK829.2	Hdl-1	K01593
H13N06.6	Tbh-1	K00503
T08B1.3	Alh-5	K00129
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
Y56A3A.3	Mif-1	K07253
K08F8.4	Pah-1	K00500
K01C8.3	Tdc-1	K01593
ZK829.2	Hdl-1	K01593
T08B1.3	Alh-5	K00129
T21C12.2	Hpd-1	K00457
Y56A3A.3	Mif-1	K07253
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
T02G5.8	Kat-1	K00626
R03A10.4	NkaT-3	K00816
K01C8.3	Tdc-1	K01593
ZK829.2	Hdl-1	K01593
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
C49C8.4	Cyp-33e1	K00493
F42A9.5	Cyp-33e2	K00493
R08F11.3	Cyp-33c8	K00493
Y49C4A.9	Cyp-33c11	K00493
Y80D3A.1	Wrs-1	K01867
ZK1058.6	Nit-1	K01501
Y54G11A.13	Ctl-3	K03781
Y54G11A.5	Ctl-2	K03781
Y54G11A.6	Ctl-1	K03781
K08F8.4	Pah-1	K00500
Y37D8A.23	Unc-25	K01580
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
K04D7.3	Gta-1	K13524
C25F6.3	DpyD-1	K00207
C47E12.8	Dhp-2	K01464
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
K05F1.3	AcdH-8	K00249
T08G2.3	AcdH-10	K00249
T25G12.5	AcdH-7	K00249
Y37D8A.23	Unc-25	K01580
C49F5.1	SamS-1	K00789
T13A10.11	Tag-32	K00789
F58B3.5	Mrs-1	K01874
T14G10.1	Pps-1	K13811
Y45F10A.4	SelD-1	K01008
ZK1058.6	Nit-1	K01501
C05D11.11	Mel-32	K00600
F37B12.2	Gcs-1	K11204
ZK353.6	Lap-1	K01255
F11G11.1	Gst-8	K00799
F11G11.2	Gst-7	K00799
F11G11.3	Gst-6	K00799
F35E8.8	Gst-38	K00799
K08F4.11	Gst-3	K00799
K08F4.6	Gst-2	K00799
K08F4.7	Gst-4	K00799
R03D7.6	Gst-5	K00799
R07B1.4	Gst-36	K00799
R107.7	Gst-1	K00799
Y45G12C.2	Gst-10	K00799
ZK546.11	Gst-30	K00799
ZK1320.1	GstK-1	K13299
ZK637.10	TrxR-2	K00383
K11C4.4	Odc-1	K01581
T23G5.1	Rnr-1	K10807
C03C10.3	Rnr-2	K10808
Y66H1A.2	Dpm-1	K00721
F28D1.11	Dpm-3	K09659
T24D1.4	Tag-179	K03850
F57B10.10	Dad-1	K12668
B0416.6	Gly-13	K00726
F48E3.1	Gly-12	K00726
M01F1.1	Gly-14	K00726
F58H1.1	AmaN-2	K01231
C03E10.4	Gly-20	K00736
C10F3.6	Fut-8	K00717
Y73E7A.7	Bre-4	K07968
C55B7.2	Gly-2	K00744
Y116F11B.12	Gly-4	K00710
Y39E4B.12	Gly-5	K00710
Y45F10D.3	Gly-10	K00710
Y46H3A.6	Gly-7	K00710
ZK688.8	Gly-3	K00710
T15D6.2	Gly-16	K00727
Y50D4C.4	Sqv-6	K00771
R10E11.4	Sqv-3	K00733
Y110A2AL.14	Sqv-2	K00734
ZK1307.5	Sqv-8	K10158
T24D1.1	Sqv-5	K13499
PAR2.4	Mig-22	K00747
Y50D4C.4	Sqv-6	K00771
R10E11.4	Sqv-3	K00733
Y110A2AL.14	Sqv-2	K00734
ZK1307.5	Sqv-8	K10158
K01G5.6	Rib-2	K02370
F12F6.3	Rib-1	K02366
B0285.5	Hse-5	K01793
C34F6.4	Hst-2	K02513
C10F3.6	Fut-8	K00717
Y73E7A.7	Bre-4	K07968
T14F9.3	Hex-1	K12373
Y73E7A.7	Bre-4	K07968
T14F9.3	Hex-1	K12373
T14F9.3	Hex-1	K12373
T14F9.3	Hex-1	K12373
F55D10.1	AmaN-1	K12311
F01F1.10	Eng-1	K01227
ZK637.9	Tpk-1	K00949
C34G6.2	Tyr-4	K00505
C15H9.1	Nnt-1	K00323
C42D8.3	Uvt-3	K09680
K02A4.1	BcaT-1	K00826
C47E12.8	Dhp-2	K01464
C25F6.3	DpyD-1	K00207
ZK112.1	Pcp-1	K01423
ZK688.6	Pcp-5	K01423
C45G3.3	Gip-2	K10105
F32G8.6	Cat-4	K01495
C36B1.7	DhfR-1	K00287
B0041.6	PtpS-1	K01737
T03F6.1	QdpR-1	K00357
C36B1.7	DhfR-1	K00287
K07E3.3	Dao-3	K13403
C05D11.11	Mel-32	K00600
F36H1.6	Alh-3	K00289
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
F36H9.3	Dhs-13	K11147
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
T07A9.2	Ers-3	K01885
ZC434.5	Ers-2	K01885
T06D8.5	Yer141w	K02259
C26E6.11	MmaB-1	K00798
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
T06D8.6	CchL-1	K01764
D1037.3	Ftn-2	K00522
F57B9.4	Coq-2	K06125
K07B1.2	Coq-6	K06126
ZK652.9	Coq-5	K06127
ZC395.2	Clk-1	K06134
T21C12.2	Hpd-1	K00457
T02G5.8	Kat-1	K00626
K06H7.9	Idi-1	K01823
C24A11.9	Coq-1	K12504
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
C34B7.3	Cyp-36a1	K00517
F02C12.5	Cyp-13b1	K00517
T10B9.1	Cyp-13a4	K00517
T10B9.10	Cyp-13a7	K00517
T10B9.2	Cyp-13a5	K00517
T10B9.3	Cyp-13a6	K00517
T10B9.4	Cyp-13a8	K00517
T10B9.5	Cyp-13a3	K00517
T10B9.7	Cyp-13a2	K00517
T10B9.8	Cyp-13a1	K00517
ZK177.5	Cyp-44a1	K00517
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
D2096.4	Sqv-1	K01710
D2096.4	Sqv-1	K01710
F11G11.1	Gst-8	K00799
F11G11.2	Gst-7	K00799
F11G11.3	Gst-6	K00799
F35E8.8	Gst-38	K00799
K08F4.11	Gst-3	K00799
K08F4.6	Gst-2	K00799
K08F4.7	Gst-4	K00799
R03D7.6	Gst-5	K00799
R07B1.4	Gst-36	K00799
R107.7	Gst-1	K00799
Y45G12C.2	Gst-10	K00799
ZK546.11	Gst-30	K00799
ZK1320.1	GstK-1	K13299
T08B1.3	Alh-5	K00129
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
H24K24.5	Fmo-5	K00485
K08C7.2	Fmo-1	K00485
K08C7.5	Fmo-2	K00485
Y39A1A.19	Fmo-3	K00485
F11G11.1	Gst-8	K00799
F11G11.2	Gst-7	K00799
F11G11.3	Gst-6	K00799
F35E8.8	Gst-38	K00799
K08F4.11	Gst-3	K00799
K08F4.6	Gst-2	K00799
K08F4.7	Gst-4	K00799
R03D7.6	Gst-5	K00799
R07B1.4	Gst-36	K00799
R107.7	Gst-1	K00799
Y45G12C.2	Gst-10	K00799
ZK546.11	Gst-30	K00799
ZK1320.1	GstK-1	K13299
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
T08B1.3	Alh-5	K00129
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
ZC395.7	Hap-1	K01519
F15A8.6	EstErase	K01044
R12A1.4	Ges-1	K01044
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
C47D2.2	Cdd-1	K01489
F49E8.4	Cdd-2	K01489
C25F6.3	DpyD-1	K00207
C47E12.8	Dhp-2	K01464
ZK783.2	Upp-1	K00757
Y43C5A.5	Thk-1	K00857
T07C4.1	UmpS-1	K13421
F36A4.7	Ama-1	K03006
C26E6.4	Rpb-2	K03010
C36B1.3	Rpb-3	K03011
F43E2.2	Rpb-4	K03012
H27M09.2	Rpb-5	K03013
C06A1.5	Rpb-6	K03014
Y54E10BR.6	Rpb-7	K03015
F26F4.11	Rpb-8	K03016
Y97E10AR.5	Rpb-9	K03017
Y37E3.3	Rpb-10	K03007
W01G7.3	Rpb-11	K03008
F23B2.13	Rpb-12	K03009
C42D4.8	Rpc-1	K03018
F39H11.2	Tlf-1	K03120
T20B12.2	Tbp-1	K03120
W04A8.7	Taf-1	K03125
Y37E11B.4	Taf-2	K03128
R119.6	Taf-4	K03129
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
F54F7.1	Taf-7.1	K03132
Y111B2A.16	Taf-7.2	K03132
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
F48D6.1	Taf-11.1	K03135
K10D3.3	Taf-11.2	K03135
C14A4.10	Taf-13	K03127
W03F9.5	Ttb-1	K03124
K11D12.2	Pqn-51	K03122
F53H1.1	HelIcase	K12811
C26D10.2	Hel-1	K12812
C04H5.6	Mog-4	K12813
K03H1.2	Mog-1	K12815
F49D11.1	Prp-17	K12816
EEED8.5	Mog-5	K12818
W08E3.1	Snr-2	K11086
T28D9.10	Snr-3	K11087
C52E4.3	Snr-4	K11096
Y116A8C.42	Snr-1	K11088
Y49E10.15	Snr-6	K11097
ZK652.1	Snr-5	K11098
Y71F9B.4	Snr-7	K11099
K04G7.10	Rnp-7	K11093
H20J04.8	Sap-1	K11092
W07E6.4	Prp-21	K12825
K02F2.3	Tag-203	K12830
C08B11.6	ActIn	K12831
Y54F10BM.14	Phf-5	K12834
Y116A8C.35	Uaf-2	K12836
Y92C3B.2	Uaf-1	K12837
Y47G6A.20	Rnp-6	K12838
Y71D11A.2	Smr-1	K12839
T10G3.6	Gut-2	K12621
Y62E10A.12	Lsm-3	K12622
F32A5.7	Lsm-4	K12623
F28F8.3	Lsm-5	K12624
Y71G12B.14	Lsm-6	K12625
ZK593.7	Lsm-7	K12626
Y73B6BL.32	Lsm-8	K12627
C36B1.5	Prp-4	K12662
T01B7.4	Cyn-11	K09567
ZK328.2	Eft-1	K12852
C50C3.6	Prp-8	K12856
F01F1.7	Ddx-23	K12858
D1054.15	Tag-135	K12862
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
T27F2.1	Skp-1	K06063
C34D4.12	Cyn-12	K12733
Y116A8C.34	Cyn-13	K09564
Y80D3A.2	Emb-4	K12874
R07E5.14	Rnp-4	K12876
R09B3.5	Mag-1	K12877
T02H6.2	ThoC-1	K12878
C16A3.8	ThoC-2	K12879
F32H2.4	ThoC-3	K12880
C01F6.5	Aly-1	K12881
F37E3.1	NcbP-1	K12882
F26A3.2	NcbP-2	K12883
F42A6.7	Hrp-1	K12741
Y111B2A.18	Rsp-3	K12890
EEED8.7	Rsp-4	K12891
W02B12.2	Rsp-2	K12893
W02B12.3	Rsp-1	K12893
C33H5.12	Rsp-6	K12896
C18D11.4	Rsp-8	K12897
C49H3.11	Rps-2	K02981
C23G10.3	Rps-3	K02985
F56F3.5	Rps-1	K02984
Y43B11AR.4	Rps-4	K02987
T05E11.1	Rps-5	K02989
Y71A12B.1	Rps-6	K02991
ZC434.2	Rps-7	K02993
F42C5.8	Rps-8	K02995
F40F8.10	Rps-9	K02997
D1007.6	Rps-10	K02947
F40F11.1	Rps-11	K02949
F54E7.2	Rps-12	K02951
C16A3.9	Rps-13	K02953
F37C12.9	Rps-14	K02955
F36A2.6	Rps-15	K02958
F53A3.3	Rps-22	K02957
T01C3.6	Rps-16	K02960
T08B2.10	Rps-17	K02962
Y57G11C.16	Rps-18	K02964
T05F1.3	Rps-19	K02966
Y105E8A.16	Rps-20	K02969
F37C12.11	Rps-21	K02971
F28D1.7	Rps-23	K02973
T07A9.11	Rps-24	K02974
K02B2.5	Rps-25	K02975
F39B2.6	Rps-26	K02976
F56E10.4	Rps-27	K02978
H06I04.4	Ubl-1	K02977
Y41D4B.5	Rps-28	K02979
B0412.4	Rps-29	K02980
C26F1.4	Rps-30	K02983
B0393.1	Rps-0	K02998
B0041.4	Rpl-4	K02930
F54C9.5	Rpl-5	K02932
R151.3	Rpl-6	K02934
F53G12.10	Rpl-7	K02937
Y24D9A.4	Rpl-7a	K02936
B0250.1	Rpl-2	K02938
R13A5.8	Rpl-9	K02940
F10B5.1	Rpl-10	K02866
Y71F9AL.13	Rpl-1	K02865
F07D10.1	Rpl-11.2	K02868
T22F3.4	Rpl-11.1	K02868
C32E8.2	Rpl-13	K02873
M01F1.2	Rpl-16	K02872
C04F12.4	Rpl-14	K02875
K11H12.2	Rpl-15	K02877
Y48G8AL.8	Rpl-17	K02880
Y45F10D.12	Rpl-18	K02883
E04A4.8	Rpl-20	K02882
C09D4.5	Rpl-19	K02885
C14B9.7	Rpl-21	K02889
C27A2.2	Rpl-22	K02891
B0336.10	Rpl-23	K02894
F52B5.6	Rpl-25.2	K02893
F55D10.2	Rpl-25.1	K02893
C03D6.8	Rpl-24.2	K02896
D1007.12	Rpl-24.1	K02896
F28C6.7	Rpl-26	K02898
C53H9.1	Rpl-27	K02901
R11D1.8	Rpl-28	K02903
B0513.3	Rpl-29	K02905
Y106G6H.3	Rpl-30	K02908
W09C5.6	Rpl-31	K02910
T24B8.1	Rpl-32	K02912
C42C1.14	Rpl-34	K02915
ZK652.4	Rpl-35	K02918
F10E7.7	Rpl-33	K02917
F37C12.4	Rpl-36	K02920
C54C6.1	Rpl-37	K02922
Y48B6A.2	Rpl-43	K02921
C06B8.8	Rpl-38	K02923
C26F1.9	Rpl-39	K02924
ZK1010.1	Ubq-2	K02927
C09H10.2	Rpl-41	K02929
F25H2.10	Rpa-0	K02941
Y37E3.7	Rla-1	K02942
Y62E10A.1	Rla-2	K02943
T07A9.2	Ers-3	K01885
ZC434.5	Ers-2	K01885
Y41E3.4	Ers-1	K01886
F28H1.3	Ars-2	K01872
W02B12.6	Ars-1	K01872
B0464.1	Drs-1	K01876
F10C2.6	Drs-2	K01876
F22D6.3	Nrs-1	K01893
T10F2.1	Grs-1	K01880
C47D12.6	Trs-1	K01868
C47E12.1	Srs-2	K01875
W03B1.4	Srs-1	K01875
D1054.13	SecS-1	K03341
Y23H5A.7	Crs-1	K01883
F58B3.5	Mrs-1	K01874
Y87G2A.5	Vrs-2	K01873
ZC513.4	Vrs-1	K01873
R74.1	Lrs-1	K01869
ZK524.3	Lrs-2	K01869
C25A1.7	Irs-2	K01870
R11A8.6	Irs-1	K01870
T02G5.9	Krs-1	K04567
C29H12.1	Rrt-2	K01887
F26F4.10	Rrt-1	K01887
T20H4.3	Prs-1	K01881
T27F6.5	Prs-2	K01881
T11G6.1	Hrs-1	K01892
T08B2.9	Frs-1	K01889
Y60A3A.13	Frs-3	K01889
F22B5.9	Frs-2	K01890
Y80D3A.1	Wrs-1	K01867
E04A4.4	Hoe-1	K00784
K01G5.4	Ran-1	K07936
C49H3.10	Xpo-3	K14288
F31E3.5	Eft-3	K03231
R03G5.1	Eft-4	K03231
ZK742.1	Xpo-1	K14290
F37E3.1	NcbP-1	K12882
F26A3.2	NcbP-2	K12883
C01F6.8	Icl-1	K05019
C34E10.5	PrmT-5	K02516
F28B3.8	Imb-1	K14293
R07G3.3	Npp-21	K09291
F10G8.3	Npp-17	K14298
Y77E11A.13	Npp-20	K14004
Y43F4B.4	Npp-18	K14299
C29E4.4	Npp-15	K14300
F07A11.3	Npp-5	K14301
