Dmel_CG17759	GalPha49b	K04634
Dmel_CG1864	Hr38	K08558
Dmel_CG4059	Ftz-f1	K08705
Dmel_CG8676	Hr39	K08705
Dmel_CG16902	Hr4	K09185
Dmel_CG4717	Kni	K08706
Dmel_CG4761	KnrL	K08706
Dmel_CG7383	Eg	K08706
Dmel_CG9656	Grn	K09182
Dmel_CG3978	Pnr	K09183
Dmel_CG8651	Trx	K09186
Dmel_CG3848	Trr	K09188
Dmel_CG9633	Rpa-70	K07466
Dmel_CG12653	Btd	K09200
Dmel_CG17743	Pho	K09201
Dmel_CG3445	PhoL	K09201
Dmel_CG33473	LunA	K09207
Dmel_CG4427	Cbt	K13943
Dmel_CG9786	Hb	K09213
Dmel_CG7672	Gl	K09214
Dmel_CG10021	BowL	K09215
Dmel_CG3242	Sob	K09215
Dmel_CG3851	Odd	K09215
Dmel_CG6824	Ovo	K09216
Dmel_CG3758	Esg	K09218
Dmel_CG3956	Sna	K09218
Dmel_CG4158	Wor	K09218
Dmel_CG11924	Cf2	K02215
Dmel_CG1133	Opa	K09227
Dmel_CG3340	Kr	K09231
Dmel_CG2125	Ci	K06230
Dmel_CG1374	Tsh	K09236
Dmel_CG1856	Ttk	K09237
Dmel_CG5109	Pcl	K11485
Dmel_CG3647	Stc	K12236
Dmel_CG1322	Zfh1	K09299
Dmel_CG11648	Abd-b	K09300
Dmel_CG1264	Lab	K09301
Dmel_CG31481	Pb	K09302
Dmel_CG2189	Dfd	K09304
Dmel_CG6534	SloU	K09309
Dmel_CG11551	Ind	K09310
Dmel_CG1028	AntP	K09311
Dmel_CG1030	Scr	K09311
Dmel_CG10325	Abd-a	K09311
Dmel_CG10388	Ubx	K09311
Dmel_CG1046	Zen	K09311
Dmel_CG1048	Zen2	K09311
Dmel_CG2047	Ftz	K09311
Dmel_CG1759	Cad	K09312
Dmel_CG11387	Ct	K09313
Dmel_CG3629	Dll	K09316
Dmel_CG2988	Ems	K09317
Dmel_CG9930	E5	K09317
Dmel_CG9015	En	K09319
Dmel_CG2328	Eve	K09320
Dmel_CG1650	UnpG	K09321
Dmel_CG3935	Al	K09452
Dmel_CG2851	Gsc	K09324
Dmel_CG12154	Oc	K09326
Dmel_CG6269	Unc-4	K09328
Dmel_CG33980	Vsx2	K09336
Dmel_CG11607	H2.0	K09339
Dmel_CG1897	Dr	K09341
Dmel_CG6172	Vnd	K08029
Dmel_CG7902	Bap	K09995
Dmel_CG34419	Hmx	K09349
Dmel_CG7895	Tin	K09352
Dmel_CG6570	Lbl	K09353
Dmel_CG8933	Exd	K09355
Dmel_CG5529	B-h1	K09360
Dmel_CG1034	Bcd	K09362
Dmel_CG6348	Ro	K09362
Dmel_CG7803	Z	K09362
Dmel_CG12287	Pdm2	K09364
Dmel_CG10037	Vvl	K09365
Dmel_CG9151	Acj6	K09366
Dmel_CG10619	Tup	K09370
Dmel_CG11354	Lim1	K09372
Dmel_CG8376	Ap	K09373
Dmel_CG10699	Lim3	K09374
Dmel_CG1449	Zfh2	K09380
Dmel_CG2692	Gsb-n	K09381
Dmel_CG3388	Gsb	K09381
Dmel_CG6716	Prd	K09381
Dmel_CG9610	PoxM	K09382
Dmel_CG10002	Fkh	K08035
Dmel_CG5069	CroC	K09396
Dmel_CG2939	Slp2	K09385
Dmel_CG4654	Dp	K09394
Dmel_CG3668	Fd59a	K09397
Dmel_CG1132	Fd64a	K09411
Dmel_CG11921	Fd96ca	K09411
Dmel_CG11922	Fd96cb	K09411
Dmel_CG5748	Hsf	K09418
Dmel_CG9045	Myb	K09420
Dmel_CG15845	Adf1	K09427
Dmel_CG32180	Eip74ef	K09428
Dmel_CG3166	Aop	K03211
Dmel_CG17077	Pnt	K02678
Dmel_CG7018	Ets65a	K09436
Dmel_CG6338	Ets97d	K09441
Dmel_CG5583	Ets98b	K09442
Dmel_CG2914	Ets21c	K09443
Dmel_CG8544	Sd	K09448
Dmel_CG11992	Rel	K09255
Dmel_CG6667	Dl	K09255
Dmel_CG6794	Dif	K09255
Dmel_CG5848	CacT	K09259
Dmel_CG11172	NfaT	K04446
Dmel_CG4257	StaT92e	K11224
Dmel_CG1429	Mef2	K09263
Dmel_CG18009	Trf2	K03120
Dmel_CG7562	Trf	K03120
Dmel_CG9874	Tbp	K03120
Dmel_CG18024	SoxN	K09267
Dmel_CG7345	Sox21a	K09267
Dmel_CG15552	Sox100b	K09270
Dmel_CG4817	SsrP	K09272
Dmel_CG30011	Gem	K09275
Dmel_CG42311	Grh	K09275
Dmel_CG1689	Lz	K09280
Dmel_CG1849	Run	K09280
Dmel_CG42267	RunXb	K09280
Dmel_CG7413	Rbf	K04681
Dmel_CG15319	Nej	K04498
Dmel_CG7260	Byn	K10172
Dmel_CG5266	ProS25	K02726
Dmel_CG9327	ProS29	K02728
Dmel_CG17268	ProS28.1a	K02731
Dmel_CG3422	ProS28.1	K02731
Dmel_CG4569	ProS28.1b	K02731
Dmel_CG4904	ProS35	K02725
Dmel_CG8392	ProSbeta1	K02738
Dmel_CG3329	ProSbeta2	K02739
Dmel_CG11981	ProSbeta3	K02735
Dmel_CG12323	ProSbeta5	K02737
Dmel_CG4097	ProS26	K02732
Dmel_CG12000	ProSbeta7	K02736
Dmel_CG1341	Rpt1	K03061
Dmel_CG5289	ProS26.4	K03062
Dmel_CG16916	Rpt3	K03063
Dmel_CG9475	Rpt3r	K03063
Dmel_CG3455	Rpt4	K03064
Dmel_CG7257	Rpt4r	K03064
Dmel_CG10370	Tbp-1	K03065
Dmel_CG1489	ProS45	K03066
Dmel_CG2241	Rpt6r	K03066
Dmel_CG7762	Rpn1	K03028
Dmel_CG11888	Rpn2	K03032
Dmel_CG42641	Rpn3	K03033
Dmel_CG1100	Rpn5	K03035
Dmel_CG10149	Rpn6	K03036
Dmel_CG5378	Rpn7	K03037
Dmel_CG3416	Mov34	K03038
Dmel_CG10230	Rpn9	K03039
Dmel_CG7619	ProS54	K03029
Dmel_CG18174	Rpn11	K03030
Dmel_CG11552	Rpn12r	K03031
Dmel_CG4157	Rpn12	K03031
Dmel_CG1591	Reg	K06698
Dmel_CG9324	PomP	K11599
Dmel_CG9677	Int6	K03250
Dmel_CG18743	Hsp70ab	K03283
Dmel_CG31359	Hsp70bb	K03283
Dmel_CG31366	Hsp70aa	K03283
Dmel_CG31449	Hsp70ba	K03283
Dmel_CG4264	Hsc70-4	K03283
Dmel_CG5436	Hsp68	K03283
Dmel_CG5834	Hsp70bbb	K03283
Dmel_CG6489	Hsp70bc	K03283
Dmel_CG7756	Hsc70-2	K03283
Dmel_CG8937	Hsc70-1	K03283
Dmel_CG1242	Hsp83	K04079
Dmel_CG11738	L(1)g0004	K11884
Dmel_CG1836	Rad23	K10839
Dmel_CG14224	UbqN	K04523
Dmel_CG4084	L(2)not	K03845
Dmel_CG7870	Wol	K00729
Dmel_CG32076	Alg10	K03850
Dmel_CG7748	OstStt3	K07151
Dmel_CG2103	PgaNt6	K00710
Dmel_CG31651	PgaNt5	K00710
Dmel_CG31956	PgaNt4	K00710
Dmel_CG3254	PgaNt2	K00710
Dmel_CG4445	PgaNt3	K00710
Dmel_CG6394	GalNac-t2	K00710
Dmel_CG7297	PgaNt8	K00710
Dmel_CG7480	PgaNt35a	K00710
Dmel_CG8182	GalNac-t1	K00710
Dmel_CG10392	Sxc	K09667
Dmel_CG32300	Oxt	K00771
Dmel_CG12311	Tw	K00728
Dmel_CG6097	Rt	K00728
Dmel_CG12366	O-fUt1	K03691
Dmel_CG14789	O-fUt2	K03691
Dmel_CG31152	RumI	K13667
Dmel_CG6657	Veg	K07542
Dmel_CG6437	GlcT-1	K00720
Dmel_CG9520	C1gAlta	K00731
Dmel_CG17223	AlpHa4gt1	K01988
Dmel_CG5878	AlpHa4gt2	K01988
Dmel_CG13431	MgaT1	K00726
Dmel_CG7921	MgaT2	K00736
Dmel_CG2448	FucT6	K00717
Dmel_CG6869	FucTa	K00753
Dmel_CG4435	FucTb	K09669
Dmel_CG32775	GlcAt-i	K10158
Dmel_CG3881	GlcAt-s	K10812
Dmel_CG6207	GlcAt-p	K10812
Dmel_CG10117	Ttv	K02366
Dmel_CG8433	Ext2	K02367
Dmel_CG15110	BotV	K02370
Dmel_CG10580	Fng	K05948
Dmel_CG4871	St6Gal	K00778
Dmel_CG2666	Kkv	K00698
Dmel_CG7464	Cs-2	K00698
Dmel_CG11012	Ugt37a1	K00699
Dmel_CG13270	Ugt36ba	K00699
Dmel_CG13271	Ugt36bb	K00699
Dmel_CG15902	Ugt86dj	K00699
Dmel_CG17200	Ugt86dg	K00699
Dmel_CG17932	Ugt36bc	K00699
Dmel_CG4414	Ugt58fa	K00699
Dmel_CG4772	Ugt86dh	K00699
Dmel_CG6633	Ugt86dd	K00699
Dmel_CG6644	Ugt35a	K00699
Dmel_CG6649	Ugt35b	K00699
Dmel_CG6653	Ugt86de	K00699
Dmel_CG6658	Ugt86di	K00699
Dmel_CG8652	Ugt37c1	K00699
Dmel_CG9481	Ugt37b1	K00699
Dmel_CG6850	Ugt	K11718
Dmel_CG4104	Tps1	K00697
Dmel_CG10234	Hs2St	K02513
Dmel_CG33147	Hs3St-a	K08104
Dmel_CG4451	Hs6St	K02514
Dmel_CG8339	Sfl	K02577
Dmel_CG3665	Fas2	K06491
Dmel_CG8355	Sli	K06839
Dmel_CG8355	Sli	K06839
Dmel_CG3665	Fas2	K06491
Dmel_CG1560	Mys	K05719
Dmel_CG3665	Fas2	K06491
Dmel_CG3665	Fas2	K06491
Dmel_CG3665	Fas2	K06491
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG1560	Mys	K05719
Dmel_CG1560	Mys	K05719
Dmel_CG1560	Mys	K05719
Dmel_CG10236	LanA	K06240
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG3322	LanB2	K05635
Dmel_CG1560	Mys	K05719
Dmel_CG4145	Cg25c	K06237
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG1560	Mys	K05719
Dmel_CG4145	Cg25c	K06237
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG1560	Mys	K05719
Dmel_CG1560	Mys	K05719
Dmel_CG4145	Cg25c	K06237
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG10236	LanA	K06240
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG3322	LanB2	K05635
Dmel_CG12908	Ndg	K06826
Dmel_CG7002	Hml	K03900
Dmel_CG7908	TacE	K06059
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG1901	Mav	K04384
Dmel_CG7002	Hml	K03900
Dmel_CG4145	Cg25c	K06237
Dmel_CG1901	Mav	K04384
Dmel_CG7002	Hml	K03900
Dmel_CG7002	Hml	K03900
Dmel_CG4145	Cg25c	K06237
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG15288	Wb	K05637
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG10236	LanA	K06240
Dmel_CG1901	Mav	K04384
Dmel_CG1901	Mav	K04384
Dmel_CG4145	Cg25c	K06237
Dmel_CG1901	Mav	K04384
Dmel_CG4145	Cg25c	K06237
Dmel_CG3665	Fas2	K06491
Dmel_CG18405	SemA-1a	K06842
Dmel_CG5661	SemA-5c	K06841
Dmel_CG8053	Eif-1a	K03236
Dmel_CG4153	Eif-2beta	K03238
Dmel_CG9177	Eif5	K03262
Dmel_CG3186	Eif-5a	K03263
Dmel_CG10840	Eif5b	K03243
Dmel_CG17611	Eif6	K03264
Dmel_CG12131	AdaM	K03245
Dmel_CG8882	TriP1	K03246
Dmel_CG9124	Eif-3p40	K03247
Dmel_CG9677	Int6	K03250
Dmel_CG10161	Eif-3p66	K03251
Dmel_CG4954	Eif3-s8	K03252
Dmel_CG4878	Eif3-s9	K03253
Dmel_CG9805	Eif3-s10	K03254
Dmel_CG9075	Eif-4a	K03257
Dmel_CG7483	Eif4aiii	K13025
Dmel_CG10837	Eif-4b	K03258
Dmel_CG10124	Eif4e-4	K03259
Dmel_CG1442	Eif4e-6	K03259
Dmel_CG33100	4ehP	K03259
Dmel_CG4035	Eif-4e	K03259
Dmel_CG8023	Eif4e-3	K03259
Dmel_CG10811	Eif4g	K03260
Dmel_CG3845	Nat1	K03260
Dmel_CG6050	EftUm	K02358
Dmel_CG2238	Ef2B	K03234
Dmel_CG4912	Eef1delta	K03232
Dmel_CG6341	Ef1Beta	K03232
Dmel_CG11901	Ef1Gamma	K03233
Dmel_CG5605	Erf1	K03265
Dmel_CG6382	Elf	K03267
Dmel_CG4659	Srp54k	K03106
Dmel_CG10130	Sec61beta	K09481
Dmel_CG4758	Trp1	K12275
Dmel_CG8583	Sec63	K09540
Dmel_CG8268	Srp9	K03109
Dmel_CG5417	Srp14	K03104
Dmel_CG4457	Srp19	K03105
Dmel_CG4659	Srp54k	K03106
Dmel_CG5064	Srp68	K03107
Dmel_CG5434	Srp72	K03108
Dmel_CG2522	Gtp-bp	K13431
Dmel_CG33162	SrpRbeta	K12272
Dmel_CG3481	Adh	K00001
Dmel_CG6598	Fdh	K00121
Dmel_CG9042	GpdH	K00006
Dmel_CG1982	SodH-1	K00008
Dmel_CG4649	SodH-2	K00008
Dmel_CG10072	Sgl	K00012
Dmel_CG10160	ImpL3	K00016
Dmel_CG10367	HmgCr	K00021
Dmel_CG7113	Scu	K08683
Dmel_CG10120	Men	K00029
Dmel_CG5889	Mdh	K00029
Dmel_CG7964	MenL-1	K00029
Dmel_CG7969	MenL-2	K00029
Dmel_CG12233	L(1)g0156	K00030
Dmel_CG7176	Idh	K00031
Dmel_CG3724	Pgd	K00033
Dmel_CG12529	Zw	K00036
Dmel_CG12117	SptR	K00072
Dmel_CG7113	Scu	K08683
Dmel_CG1799	Ras	K00088
Dmel_CG3495	GmeR	K02377
Dmel_CG6598	Fdh	K00121
Dmel_CG33544	VkoR	K05357
Dmel_CG8256	Gpo-1	K00111
Dmel_CG1152	Gld	K00108
Dmel_CG9504	Eo	K00108
Dmel_CG3425	T3dH	K11173
Dmel_CG3752	AldH	K00128
Dmel_CG11140	AldH-iii	K00129
Dmel_CG12055	GapDh1	K00134
Dmel_CG8893	GapDh2	K00134
Dmel_CG4685	SsaDh	K00139
Dmel_CG7010	L(1)g0334	K00161
Dmel_CG11661	Nc73ef	K00164
Dmel_CG2194	Su(R)	K00207
Dmel_CG10849	Sc2	K10258
Dmel_CG3433	CopRox	K00228
Dmel_CG5796	PpoX	K00231
Dmel_CG9707	AcoX57d-p	K00232
Dmel_CG9709	AcoX57d-d	K00232
Dmel_CG17246	Scs-fp	K00234
Dmel_CG3283	SdhB	K00235
Dmel_CG6666	SdhC	K00236
Dmel_CG9741	DhoD	K00254
Dmel_CG4703	Arc42	K00248
Dmel_CG5320	Gdh	K00261
Dmel_CG11335	Lox	K00277
Dmel_CG6009	P5cR	K00286
Dmel_CG14887	DhfR	K00287
Dmel_CG4067	Pug	K00288
Dmel_CG7144	Lkr	K14157
Dmel_CG7144	Lkr	K14157
Dmel_CG18466	NmdMc	K13403
Dmel_CG4665	DhpR	K00357
Dmel_CG6781	Se	K00310
Dmel_CG1417	SlgA	K00318
Dmel_CG11567	Cpr	K00327
Dmel_CG3131	DuoX	K13411
Dmel_CG2286	Nd75	K03934
Dmel_CG3944	Nd23	K03941
Dmel_CG6343	Nd42	K03954
Dmel_CG9160	MtaCp1	K03955
Dmel_CG9762	L(3)neo18	K03961
Dmel_CG13240	L(2)35di	K03962
Dmel_CG8844	PdsW	K03966
Dmel_CG2286	Nd75	K03934
Dmel_CG3944	Nd23	K03941
Dmel_CG6343	Nd42	K03954
Dmel_CG9160	MtaCp1	K03955
Dmel_CG9762	L(3)neo18	K03961
Dmel_CG13240	L(2)35di	K03962
Dmel_CG8844	PdsW	K03966
Dmel_CG7171	Uro	K00365
Dmel_CG11401	TrxR-2	K00384
Dmel_CG2151	TrxR-1	K00384
Dmel_CG7266	Eip71cd	K07304
Dmel_CG14724	CovA	K02264
Dmel_CG17280	LevY	K02266
Dmel_CG14028	CypE	K02268
Dmel_CG7361	RfeSp	K00411
Dmel_CG8764	Ox	K00419
Dmel_CG6871	Cat	K03781
Dmel_CG11765	Prx2540-2	K00430
Dmel_CG12405	Prx2540-1	K00430
Dmel_CG3083	Prx6005	K11188
Dmel_CG12013	PhgPx	K00432
Dmel_CG4421	GstD8	K00432
Dmel_CG1274	JafRac2	K03386
Dmel_CG1633	JafRac1	K03386
Dmel_CG5826	Prx5037	K03386
Dmel_CG7217	Prx5	K11187
Dmel_CG3083	Prx6005	K11188
Dmel_CG3131	DuoX	K13411
Dmel_CG4779	Hgo	K00451
Dmel_CG2155	V	K00453
Dmel_CG33182	Kdm4b	K06709
Dmel_CG31543	Hph	K09592
Dmel_CG9088	Lid	K11446
Dmel_CG5640	Utx	K11447
Dmel_CG3006	Fmo-1	K00485
Dmel_CG3174	Fmo-2	K00485
Dmel_CG1555	Cn	K00486
Dmel_CG6713	Nos	K13253
Dmel_CG14437	Coq7	K06134
Dmel_CG11466	Cyp9f2	K07424
Dmel_CG7399	Hn	K00500
Dmel_CG10118	Ple	K00501
Dmel_CG1543	Tbh	K00503
Dmel_CG3832	Phm	K00504
Dmel_CG42639	ProPo-a1	K00505
Dmel_CG5887	DesAt1	K00507
Dmel_CG5925	DesAt2	K00507
Dmel_CG7923	Fad2	K00507
Dmel_CG14716	Ho	K00510
Dmel_CG13478	Shd	K10723
Dmel_CG2245	L(3)s1921	K06072
Dmel_CG10093	Cyp313a3	K00517
Dmel_CG10094	Cyp313a2	K00517
Dmel_CG10240	Cyp6a22	K00517
Dmel_CG10241	Cyp6a17	K00517
Dmel_CG10242	Cyp6a23	K00517
Dmel_CG10243	Cyp6a19	K00517
Dmel_CG10245	Cyp6a20	K00517
Dmel_CG10246	Cyp6a9	K00517
Dmel_CG10247	Cyp6a21	K00517
Dmel_CG10248	Cyp6a8	K00517
Dmel_CG10391	Cyp310a1	K00517
Dmel_CG10594	Spo	K00517
Dmel_CG10755	Cyp4ae1	K00517
Dmel_CG10833	Cyp28d1	K00517
Dmel_CG10842	Cyp4p1	K00517
Dmel_CG10843	Cyp4p3	K00517
Dmel_CG11821	Cyp12a5	K00517
Dmel_CG12800	Cyp6d4	K00517
Dmel_CG13977	Cyp6a18	K00517
Dmel_CG14031	Cyp4ac3	K00517
Dmel_CG14032	Cyp4ac1	K00517
Dmel_CG15077	Cyp12b2	K00517
Dmel_CG15807	Cyp313a5	K00517
Dmel_CG1644	Cyp6t1	K00517
Dmel_CG17453	Cyp317a1	K00517
Dmel_CG17577	Cyp9h1	K00517
Dmel_CG1786	Cyp318a1	K00517
Dmel_CG17970	Cyp4ac2	K00517
Dmel_CG1829	Cyp6v1	K00517
Dmel_CG18559	Cyp309a2	K00517
Dmel_CG1895	Cyp28c1	K00517
Dmel_CG1944	Cyp4p2	K00517
Dmel_CG2060	Cyp4e2	K00517
Dmel_CG2062	Cyp4e1	K00517
Dmel_CG2110	Cyp4ad1	K00517
Dmel_CG2397	Cyp6a13	K00517
Dmel_CG3360	Cyp313a1	K00517
Dmel_CG3466	Cyp4d2	K00517
Dmel_CG3540	Cyp4d14	K00517
Dmel_CG3616	Cyp9c1	K00517
Dmel_CG3656	Cyp4d1	K00517
Dmel_CG3972	Cyp4g1	K00517
Dmel_CG4105	Cyp4e3	K00517
Dmel_CG4163	Cyp303a1	K00517
Dmel_CG4321	Cyp4d8	K00517
Dmel_CG4373	Cyp6d2	K00517
Dmel_CG4486	Cyp9b2	K00517
Dmel_CG5137	Cyp312a1	K00517
Dmel_CG6042	Cyp12a4	K00517
Dmel_CG6081	Cyp28d2	K00517
Dmel_CG6730	Cyp4d21	K00517
Dmel_CG6802	Cyp313a4	K00517
Dmel_CG7241	Cyp304a1	K00517
Dmel_CG8302	Cyp4aa1	K00517
Dmel_CG8345	Cyp6w1	K00517
Dmel_CG8453	Cyp6g1	K00517
Dmel_CG8457	Cyp6t3	K00517
Dmel_CG8540	Cyp316a1	K00517
Dmel_CG8587	Cyp301a1	K00517
Dmel_CG8859	Cyp6g2	K00517
Dmel_CG8864	Cyp28a5	K00517
Dmel_CG9081	Cyp4s3	K00517
Dmel_CG9438	Cyp6a2	K00517
Dmel_CG9716	Cyp313b1	K00517
Dmel_CG9078	Ifc	K04712
Dmel_CG8905	Sod2	K04564
Dmel_CG11793	Sod	K04565
Dmel_CG2216	Fer1hch	K00522
Dmel_CG4349	Fer3hch	K00522
Dmel_CG7642	Ry	K00106
Dmel_CG7642	Ry	K00106
Dmel_CG5371	RnrL	K10807
Dmel_CG8975	RnrS	K10808
Dmel_CG12390	DarE	K00528
Dmel_CG7263	Aif	K04727
Dmel_CG10692	Mt2	K00558
Dmel_CG8887	Ash1	K06101
Dmel_CG2995	G9a	K11420
Dmel_CG12196	Egg	K11421
Dmel_CG1716	Set2	K11423
Dmel_CG4976	Mes-4	K11424
Dmel_CG10272	Gpp	K11427
Dmel_CG3307	Pr-Set7	K11428
Dmel_CG13363	Suv4-20	K11429
Dmel_CG6502	E(z)	K11430
Dmel_CG3181	Ts	K00560
Dmel_CG3688	L(2)35bd	K00565
Dmel_CG1303	Agt	K00567
Dmel_CG2152	PcmT	K00573
Dmel_CG31289	Dph5	K00586
Dmel_CG11268	Ste14	K00587
Dmel_CG3730	CsuL	K02516
Dmel_CG5358	Art4	K05931
Dmel_CG17330	JhaMt	K10718
Dmel_CG6554	Art1	K11434
Dmel_CG6563	Art3	K11436
Dmel_CG9882	Art7	K11438
Dmel_CG31241	TatL	K14292
Dmel_CG31628	Ade3	K11787
Dmel_CG18572	R	K11540
Dmel_CG2827	Tal	K00616
Dmel_CG12345	Cha	K00623
Dmel_CG4600	Yip2	K07508
Dmel_CG4581	ThiOlase	K07509
Dmel_CG31991	Mdy	K11155
Dmel_CG12891	CptI	K08765
Dmel_CG9655	Nes	K13515
Dmel_CG3017	AlaS	K00643
Dmel_CG7842	Beg	K00645
Dmel_CG4625	DhaP-at	K00649
Dmel_CG7391	Clk	K02223
Dmel_CG15319	Nej	K04498
Dmel_CG4107	PcaF	K06062
Dmel_CG15433	Elp3	K07739
Dmel_CG6121	Tip60	K11304
Dmel_CG11290	EnoK	K11306
Dmel_CG5229	Chm	K11307
Dmel_CG3025	Mof	K11308
Dmel_CG4016	Spt-i	K00654
Dmel_CG4162	LacE	K00654
Dmel_CG31991	Mdy	K11155
Dmel_CG3318	Dat	K00669
Dmel_CG11989	Ard1	K00670
Dmel_CG12202	Nat1	K00670
Dmel_CG7436	Nmt	K00671
Dmel_CG17320	ScpX	K08764
Dmel_CG8598	Eco	K11268
Dmel_CG8766	Taz	K13511
Dmel_CG9655	Nes	K13515
Dmel_CG9204	Ate1	K00685
Dmel_CG3861	Kdn	K01647
Dmel_CG8322	AtpCl	K01648
Dmel_CG4311	HmgS	K01641
Dmel_CG7254	GlyP	K00688
Dmel_CG4104	Tps1	K00697
Dmel_CG2666	Kkv	K00698
Dmel_CG7464	Cs-2	K00698
Dmel_CG11012	Ugt37a1	K00699
Dmel_CG13270	Ugt36ba	K00699
Dmel_CG13271	Ugt36bb	K00699
Dmel_CG15902	Ugt86dj	K00699
Dmel_CG17200	Ugt86dg	K00699
Dmel_CG17932	Ugt36bc	K00699
Dmel_CG4414	Ugt58fa	K00699
Dmel_CG4772	Ugt86dh	K00699
Dmel_CG6633	Ugt86dd	K00699
Dmel_CG6644	Ugt35a	K00699
Dmel_CG6649	Ugt35b	K00699
Dmel_CG6653	Ugt86de	K00699
Dmel_CG6658	Ugt86di	K00699
Dmel_CG8652	Ugt37c1	K00699
Dmel_CG9481	Ugt37b1	K00699
Dmel_CG2103	PgaNt6	K00710
Dmel_CG31651	PgaNt5	K00710
Dmel_CG31956	PgaNt4	K00710
Dmel_CG3254	PgaNt2	K00710
Dmel_CG4445	PgaNt3	K00710
Dmel_CG6394	GalNac-t2	K00710
Dmel_CG7297	PgaNt8	K00710
Dmel_CG7480	PgaNt35a	K00710
Dmel_CG8182	GalNac-t1	K00710
Dmel_CG2448	FucT6	K00717
Dmel_CG6437	GlcT-1	K00720
Dmel_CG13431	MgaT1	K00726
Dmel_CG12311	Tw	K00728
Dmel_CG6097	Rt	K00728
Dmel_CG7870	Wol	K00729
Dmel_CG7748	OstStt3	K07151
Dmel_CG9520	C1gAlta	K00731
Dmel_CG4084	L(2)not	K03845
Dmel_CG32775	GlcAt-i	K10158
Dmel_CG3881	GlcAt-s	K10812
Dmel_CG6207	GlcAt-p	K10812
Dmel_CG7921	MgaT2	K00736
Dmel_CG6869	FucTa	K00753
Dmel_CG12366	O-fUt1	K03691
Dmel_CG14789	O-fUt2	K03691
Dmel_CG10580	Fng	K05948
Dmel_CG15110	BotV	K02370
Dmel_CG10117	Ttv	K02366
Dmel_CG8433	Ext2	K02367
Dmel_CG15110	BotV	K02370
Dmel_CG10117	Ttv	K02366
Dmel_CG8433	Ext2	K02367
Dmel_CG17223	AlpHa4gt1	K01988
Dmel_CG5878	AlpHa4gt2	K01988
Dmel_CG32076	Alg10	K03850
Dmel_CG6657	Veg	K07542
Dmel_CG10392	Sxc	K09667
Dmel_CG4435	FucTb	K09669
Dmel_CG3881	GlcAt-s	K10812
Dmel_CG6207	GlcAt-p	K10812
Dmel_CG6850	Ugt	K11718
Dmel_CG31152	RumI	K13667
Dmel_CG18315	AprT	K00759
Dmel_CG3593	R-l	K13421
Dmel_CG10078	PraT2	K00764
Dmel_CG2867	PraT	K00764
Dmel_CG32300	Oxt	K00771
Dmel_CG4947	Tgt	K00773
Dmel_CG40411	ParP	K10798
Dmel_CG4719	TanKyrase	K10799
Dmel_CG6284	SirT6	K11416
Dmel_CG4871	St6Gal	K00778
Dmel_CG12389	FppS	K00787
Dmel_CG8593	Qm	K00804
Dmel_CG2674	M(2)21ab	K00789
Dmel_CG12389	FppS	K00787
Dmel_CG8593	Qm	K00804
Dmel_CG8327	SpdS	K00797
Dmel_CG10045	GstD1	K00799
Dmel_CG10091	GstD9	K00799
Dmel_CG11512	GstD4	K00799
Dmel_CG12242	GstD5	K00799
Dmel_CG1742	MgsTl	K00799
Dmel_CG17522	GstE10	K00799
Dmel_CG17523	GstE2	K00799
Dmel_CG17524	GstE3	K00799
Dmel_CG17525	GstE4	K00799
Dmel_CG17527	GstE5	K00799
Dmel_CG17530	GstE6	K00799
Dmel_CG17531	GstE7	K00799
