Q09161	NcbP1	K12882
A0ZT99	TssK2	K08811
Q96PF2	TssK2	K08811
Q6SA08	TssK4	K08811
Q96PN8	TssK3	K08811
Q9BXA7	TssK1b	K08811
A0ZT98	TssK1b	K08811
Q9BXA6	TssK6	K08811
Q8NCB2	CamKv	K08812
O14936	CasK	K06103
Q9BYT3	Stk33	K08813
Q96RU8	TriB1	K08814
Q92519	TriB2	K08814
Q96RU7	TriB3	K08814
Q8N752	CsnK1a1l	K08957
Q05DL3	CsnK1a1	K08957
P48729	CsnK1a1	K08957
Q6PJ06	CsnK1a1	K08957
P78368	CsnK1g2	K08958
Q9Y6M4	CsnK1g3	K08958
Q9HCP0	CsnK1g1	K08958
P48730	CsnK1d	K08959
P49674	CsnK1e	K08960
Q5U045	CsnK1e	K08960
P68400	CsnK2a1	K03097
P19784	CsnK2a2	K03097
Q8IWY7	TtbK2	K08815
Q6IQ55	TtbK2	K08815
Q5TCY1	TtbK1	K08815
Q8IV63	Vrk3	K08816
A6NEG5	Vrk3	K08816
Q99986	Vrk1	K08816
Q86Y07	Vrk2	K08816
Q8IZL9	Cdk20	K08817
A2A390	Cdk20	K08817
Q9UQ88	Cdk11a	K08818
Q4VBY6	Cdk11a	K08818
P21127	Cdk11b	K08818
B7Z3D6	Cdk1	K02087
P06493	Cdk1	K02087
P24941	Cdk2	K02206
Q00526	Cdk3	K02088
P11802	Cdk4	K02089
Q00535	Cdk5	K02090
A4D1G0	Cdk6	K02091
Q00534	Cdk6	K02091
P50613	Cdk7	K02202
P49336	Cdk8	K02208
Q9BWU1	Cdk19	K02208
P50750	Cdk9	K02211
Q15131	Cdk10	K02449
B7Z537	Cdk10	K02449
Q9NYV4	Cdk12	K08819
Q9BVE2	Cdk13	K08819
Q14004	Cdk13	K08819
Q9BRL4	Cdk16	K08820
Q00536	Cdk16	K08820
B7Z7C8	Cdk16	K08820
Q00537	Cdk17	K08820
A8K1U6	Cdk17	K08820
Q07002	Cdk18	K08820
Q59G02	Cdk18	K08820
O94921	Cdk14	K08821
Q96Q40	Cdk15	K08821
Q499G7	MapK1	K04371
P28482	MapK1	K04371
Q1HBJ4	MapK1	K04371
P27361	MapK3	K04371
Q9BWJ1	MapK3	K04371
P31152	MapK4	K06855
Q0VG04	MapK4	K06855
A1A4C4	MapK4	K06855
Q16659	MapK6	K06855
Q13164	MapK7	K04464
A1L4K2	MapK8	K04440
P45983	MapK8	K04440
P45984	MapK9	K04440
P53779	MapK10	K04440
Q16539	MapK14	K04441
Q15759	MapK11	K04441
O15264	MapK13	K04441
P53778	MapK12	K04441
Q9UBE8	Nlk	K04468
Q8TD08	MapK15	K08293
P49840	Gsk3a	K08822
P49841	Gsk3b	K03083
Q6FI27	Gsk3b	K03083
B4DFW7	Clk1	K08823
P49759	Clk1	K08823
P49760	Clk2	K08823
Q9BRG8	Clk2	K08823
P49761	Clk3	K08823
B3KRI8	Clk3	K08823
Q9HAZ1	Clk4	K08823
Q5MAI5	CdkL4	K08824
Q8IVW4	CdkL3	K08824
O76039	CdkL5	K08824
Q00532	CdkL1	K08824
Q92772	CdkL2	K08824
Q13627	DyrK1a	K08825
O43781	DyrK3	K08825
Q92630	DyrK2	K08825
Q9NR20	DyrK4	K08825
Q9Y463	DyrK1b	K08825
Q9H422	HipK3	K08826
Q86Z02	HipK1	K08826
B4DZ33	HipK1	K08826
Q9H2X6	HipK2	K08826
Q13523	PrpF4b	K08827
Q9UPZ9	Ick	K08828
B3KQG4	Ick	K08828
P20794	Mak	K08829
F1T0K6	Mak	K08829
G1FL29	Mak	K08829
Q547D0	Mak	K08829
F8VBW7	Mak	K08829
Q9UQ07	RagE	K08830
B4DS61	SrpK1	K08831
Q96SB4	SrpK1	K08831
P78362	SrpK2	K08831
Q9UPE1	SrpK3	K08832
A4QPA9	Map2k1	K04368
Q02750	Map2k1	K04368
P36507	Map2k2	K04369
P46734	Map2k3	K04432
Q6FI23	Map2k3	K04432
P45985	Map2k4	K04430
Q13163	Map2k5	K04463
B4DE43	Map2k5	K04463
P52564	Map2k6	K04433
A8K3Y2	Map2k6	K04433
O14733	Map2k7	K04431
Q92918	Map4k1	K04408
Q12851	Map4k2	K04414
Q8IVH8	Map4k3	K04406
O95819	Map4k4	K04407
B7Z3V5	Map4k4	K04407
Q9Y4K4	Map4k5	K08833
B3KWC4	Map4k5	K08833
Q8N4C8	MinK1	K04413
Q8WXR4	Myo3b	K08834
B7ZM71	Myo3b	K08834
Q8NEV4	Myo3a	K08834
O95747	OxsR1	K08835
Q13153	Pak1	K04409
Q13177	Pak2	K04410
A8K5M4	Pak2	K04410
B2RCU6	Pak3	K05733
O75914	Pak3	K05733
B1GX77	Pak3	K05733
O96013	Pak4	K05734
Q9NQU5	Pak6	K05735
B3KYB0	Pak6	K05735
A8K2G2	Pak6	K05735
Q9P286	Pak7	K05736
B0AZM9	Pak7	K05736
Q9H2G2	Slk	K08836
Q13188	Stk3	K04412
Q13043	Stk4	K04411
O94804	Stk10	K08837
Q5U0E6	Stk24	K08838
Q9Y6E0	Stk24	K08838
Q6P0Y1	Stk24	K08838
O00506	Stk25	K08839
Q9H2K8	TaoK3	K04429
Q7L7X3	TaoK1	K04429
B7ZLV6	TaoK1	K04429
Q9UL54	TaoK2	K04429
A0PJ48	TaoK2	K04429
Q86V37	TaoK2	K04429
Q9UKE5	TniK	K08840
Q13233	Map3k1	K04416
Q9Y2U5	Map3k2	K04420
Q99759	Map3k3	K04421
Q9P1M2	Map3k4	K04428
Q9Y6R4	Map3k4	K04428
Q99683	Map3k5	K04426
O95382	Map3k6	K04425
Q6ZN16	Map3k15	K13986
P41279	Map3k8	K04415
Q99558	Map3k14	K04466
P51617	IraK1	K04730
O43187	IraK2	K04731
Q9Y616	IraK3	K04732
Q69FE3	IraK4	K04733
Q9NWZ3	IraK4	K04733
B4E359	IraK4	K04733
B2RAP9	IraK4	K04733
P53667	LimK1	K05743
B7Z6I8	LimK1	K05743
Q7L3H5	LimK2	K05744
P53671	LimK2	K05744
Q8NFJ4	TesK1	K08841
Q15569	TesK1	K08841
Q96S53	TesK2	K08842
Q5T422	TesK2	K08842
Q38SD2	LrrK1	K08843
Q5S007	LrrK2	K08844
Q17RV3	LrrK2	K08844
O43318	Map3k7	K04427
Q8NEB1	Map3k9	K04417
P80192	Map3k9	K04417
Q02779	Map3k10	K04418
Q16584	Map3k11	K04419
B3KSS9	Map3k12	K04423
Q12852	Map3k12	K04423
O43283	Map3k13	K04422
Q9NYL2	Zak	K04424
D4Q8H0	Zak	K04424
P10398	AraF	K08845
P15056	BraF	K04365
P04049	Raf1	K04366
Q13546	RipK1	K02861
O43353	RipK2	K08846
Q9Y572	RipK3	K08847
Q96T11	RipK4	K08848
Q9H4D1	RipK4	K08848
Q04771	AcvR1	K04675
D3DPA4	AcvR1	K04675
P37023	AcvRl1	K13594
P36896	AcvR1b	K13567
Q8NER5	AcvR1c	K13568
P36894	BmpR1a	K04673
O00238	BmpR1b	K13578
P36897	TgfBr1	K04674
Q5T7S2	TgfBr1	K04674
P27037	AcvR2a	K04670
Q13705	AcvR2b	K13596
E9PGD2	AmhR2	K04672
Q16671	AmhR2	K04672
F8W1D2	AmhR2	K04672
Q647K2	AmhR2	K04672
Q13873	BmpR2	K04671
P37173	TgfBr2	K04388
D2JYI1	TgfBr2	K04388
A3QNQ0	TgfBr2	K04388
Q13418	Ilk	K06272
Q8NB16	MlkL	K08849
Q6PCD5	RfwD3	K08849
O14965	AurKa	K11481
Q96GD4	AurKb	K11479
C7G533	AurKb	K11479
Q9UQB9	AurKc	K11480
Q53QE4	Bub1	K02178
O43683	Bub1	K02178
O60566	Bub1b	K06637
Q96S44	Tp53rk	K08851
Q96RR4	CamKk2	K07359
Q8N5S9	CamKk1	K07359
O00311	Cdc7	K02214
B2R6V2	Cdc7	K02214
P68400	CsnK2a1	K03097
P19784	CsnK2a2	K03097
O15111	ChuK	K04467
O14920	IkbKb	K07209
B4E0U4	IkbKb	K07209
Q9Y6K9	IkbKg	K07210
Q3B754	IkbKe	K07211
Q14164	IkbKe	K07211
Q9UHD2	Tbk1	K05410
O75460	Ern1	K08852
Q76MJ5	Ern2	K11715
P00540	Mos	K04367
Q2M2I8	Aak1	K08853
Q9NSY1	Bmp2k	K08854
Q4W5H2	Bmp2k	K08854
O14976	Gak	K08855
O75716	Stk16	K08856
Q9HC98	Nek6	K08857
Q8TDX7	Nek7	K08857
B2R8K8	Nek7	K08857
Q86SG6	Nek8	K08857
Q6P3R8	Nek5	K08857
Q96PY6	Nek1	K08857
Q5JXL9	Nek1	K08857
P51955	Nek2	K08857
P51956	Nek3	K08857
Q6ZN64	Nek3	K08857
P51957	Nek4	K08857
B7Z200	Nek4	K08857
Q05DF6	Nek4	K08857
Q8NG66	Nek11	K08857
B4DM56	Nek11	K08857
Q8TD19	Nek9	K08857
Q6PKF2	Nek9	K08857
Q52WX2	Sbk1	K08858
Q9BXM7	PinK1	K05688
Q8TDR2	Stk35	K08859
Q9BQI3	Eif2ak1	K08860
Q9P2K8	Eif2ak4	K08860
Q05CP4	Eif2ak2	K08860
E9PC80	Eif2ak2	K08860
P19525	Eif2ak2	K08860
Q7Z6F6	Eif2ak2	K08860
Q8IW76	Eif2ak2	K08860
Q9NZJ5	Eif2ak3	K08860
B3KY45	Eif2ak3	K08860
P53350	Plk1	K06631
Q9NYY3	Plk2	K08861
Q9H4B4	Plk3	K08862
O00444	Plk4	K08863
Q86UE8	Tlk2	K08864
Q9UKI8	Tlk1	K08864
B3KR15	Tlk1	K08864
B4DX87	Tlk1	K08864
Q96KB5	Pbk	K08865
P33981	Ttk	K08866
A8K8U5	Ttk	K08866
Q9NRP7	Stk36	K06228
Q6PHR2	Ulk3	K08269
O75385	Ulk1	K08269
Q8IYT8	Ulk2	K08269
Q99570	Pik3r4	K08333
F8W164	PkmYt1	K06633
Q99640	PkmYt1	K06633
Q0IJ49	PkmYt1	K06633
P0C1S8	Wee2	K06632
B3KVE1	Wee1	K06632
P30291	Wee1	K06632
Q86V29	Wee1	K06632
F5GWT4	Wnk1	K08867
Q9H4A3	Wnk1	K08867
A5D8Z4	Wnk1	K08867
B0LPI0	Wnk4	K08867
Q96J92	Wnk4	K08867
Q9BYP7	Wnk3	K08867
Q9Y3S1	Wnk2	K08867
F8W9F9	Wnk2	K08867
Q15118	Pdk1	K12077
Q15119	Pdk2	K00898
B3KNW0	Pdk2	K00898
Q15120	Pdk3	K00898
B4DXG6	Pdk3	K00898
Q16654	Pdk4	K00898
A4D1H4	Pdk4	K00898
O14874	BckDk	K00905
A8MY43	BckDk	K00905
Q96G95	BckDk	K00905
Q86TB3	AlpK2	K08868
Q96L96	AlpK3	K08868
Q96QP1	AlpK1	K08868
Q9BX84	TrpM6	K04981
Q96QT4	TrpM7	K04982
O00418	Eef2k	K08292
Q3MIX3	AdcK5	K08869
B3KS46	AdcK5	K08869
Q8NI60	AdcK3	K08869
Q9UIE6	AdcK1	K08869
Q86TW2	AdcK1	K08869
B3KUD5	AdcK1	K08869
Q96D53	AdcK4	K08869
A4D1T6	AdcK2	K08869
Q7Z695	AdcK2	K08869
Q6IBS0	Twf2	K08870
Q12792	Twf1	K08870
P25440	Brd2	K08871
Q658Y7	Brd2	K08871
A2AAU0	Brd2	K08871
Q63HQ9	Brd2	K08871
Q9BRS2	RioK1	K07178
Q9H2L9	RioK1	K07178
Q9BVS4	RioK2	K07179
D6RDI3	RioK2	K07179
B0YJ89	RioK3	K08872
O14730	RioK3	K08872
Q13315	Atm	K04728
Q13535	Atr	K06640
P42345	MtoR	K07203
P78527	PrkDc	K06642
Q96Q15	Smg1	K08873
Q9Y4A5	TrrAp	K08874
Q9UHY1	NrbP1	K08875
Q9NSY0	NrbP2	K08875
Q96KG9	ScyL1	K08876
Q8TAS1	UhmK1	K08877
P11274	Bcr	K08878
Q9UJY1	HspB8	K08879
P49842	Stk19	K08880
Q8IZX4	Taf1l	K03125
P21675	Taf1	K03125
O15164	TriM24	K08881
Q13263	TriM28	K08882
B3KN30	TriM33	K08883
Q9UPN9	TriM33	K08883
Q14296	FasTk	K08290
Q8IVA0	FasTk	K08290
Q13470	Tnk1	K08885
Q07912	Tnk2	K08886
B3KXJ4	Tnk2	K08886
P00519	Abl1	K06619
Q59FK4	Abl1	K06619
P42684	Abl2	K08887
A8K3B6	Csk	K05728
P41240	Csk	K05728
B2R6Q4	Csk	K05728
B3KNZ9	MatK	K08888
Q9NST8	MatK	K08888
P42679	MatK	K08888
F1T0G6	MatK	K08888
Q658W2	Ptk2	K05725
B4E2N6	Ptk2	K05725
Q05397	Ptk2	K05725
Q59GM6	Ptk2	K05725
Q6PID4	Ptk2b	K05871
Q14289	Ptk2b	K05871
P16591	Fer	K08889
Q05DA5	Fer	K08889
P07332	Fes	K07527
P23458	Jak1	K11217
O60674	Jak2	K04447
P52333	Jak3	K11218
P29597	Tyk2	K11219
Q05D26	Blk	K08890
P51451	Blk	K08890
Q96IN1	Blk	K08890
P09769	Fgr	K08891
P78453	Fgr	K08891
P42685	Frk	K08892
P06241	Fyn	K05703
E1P556	Fyn	K05703
P08631	Hck	K08893
A8K4G3	Hck	K08893
A8K379	Lyn	K05854
P07948	Lyn	K05854
Q6NUK7	Lyn	K05854
P06239	Lck	K05856
Q13882	Ptk6	K08894
P12931	Src	K05704
Q9H3Y6	SrmS	K08895
P07947	Yes1	K05705
A8K4G2	Syk	K05855
P43405	Syk	K05855
P43403	Zap70	K07360
P51813	Bmx	K08896
Q06187	Btk	K07370
Q5JY90	Btk	K07370
Q08881	Itk	K07363
P42680	Tec	K07364
P42681	Txk	K08016
E9PFX4	Ltk	K05118
P29376	Ltk	K05118
B4DL89	Ltk	K05118
B6D4Y2	Alk	K05119
Q9UM73	Alk	K05119
P30530	Axl	K05115
Q06418	TyrO3	K05116
Q12866	MerTk	K05117
Q08345	Ddr1	K05124
B7Z2K0	Ddr1	K05124
Q96T61	Ddr1	K05124
Q96T62	Ddr1	K05124
Q16832	Ddr2	K05125
P00533	EgfR	K04361
P04626	ErbB2	K05083
P21860	ErbB3	K05084
Q15303	ErbB4	K05085
P21709	EphA1	K05102
B5A967	EphA1	K05102
P29317	EphA2	K05103
P29320	EphA3	K05104
Q6P4R6	EphA3	K05104
Q58F15	EphA4	K05105
P54764	EphA4	K05105
P54756	EphA5	K05106
Q9UF33	EphA6	K05107
B3KS12	EphA6	K05107
Q15375	EphA7	K05108
P29322	EphA8	K05109
Q5JZY3	EphA10	K08897
Q8N289	EphA10	K08897
Q4G0R4	EphA10	K08897
P54762	EphB1	K05110
P29323	EphB2	K05111
P54753	EphB3	K05112
P54760	EphB4	K05113
Q541P7	EphB4	K05113
Q96L35	EphB4	K05113
Q7Z635	EphB4	K05113
O15197	EphB6	K05114
P11362	FgfR1	K04362
P21802	FgfR2	K05093
P22607	FgfR3	K05094
Q0IJ44	FgfR3	K05094
P22455	FgfR4	K05095
Q96KE5	FgfR4	K05095
P14616	InsRr	K05086
P06213	InsR	K04527
P08069	Igf1r	K05087
P11717	Igf2r	K06564
P08922	Ros1	K05088
Q8IWU2	LmtK2	K08898
P08581	Met	K05099
A1L467	Met	K05099
Q04912	Mst1r	K05100
O15146	MusK	K05129
P16234	PdgFra	K04363
Q59F04	PdgFrb	K05089
P09619	PdgFrb	K05089
Q86VW7	Csf1r	K05090
P07333	Csf1r	K05090
P10721	Kit	K05091
P36888	Flt3	K05092
Q13308	Ptk7	K05127
P07949	Ret	K05126
Q9BTX6	Ret	K05126
Q66K77	Ror1	K05122
Q01973	Ror1	K05122
Q01974	Ror2	K05123
P34925	Ryk	K05128
Q8WTZ8	Ryk	K05128
Q59FQ5	Ryk	K05128
P35590	Tie1	K05120
Q8IV34	Tek	K05121
Q59HG2	Tek	K05121
Q02763	Tek	K05121
A6NF12	NtrK1	K03176
P04629	NtrK1	K03176
Q548C2	NtrK2	K04360
Q5VWE5	NtrK2	K04360
Q16620	NtrK2	K04360
Q59GJ1	NtrK2	K04360
Q16288	NtrK3	K05101
Q96CY4	NtrK3	K05101
P17948	Flt1	K05096
P35916	Flt4	K05097
P35968	Kdr	K05098
P33681	Cd80	K05412
A0N0P2	Cd80	K05412
P42081	Cd86	K05413
B7Z702	Cd86	K05413
A8K632	Cd86	K05413
B7Z2F3	Cd86	K05413
P10747	Cd28	K06470
B4E0L1	Cd28	K06470
P16410	CtlA4	K06538
P10747	Cd28	K06470
B4E0L1	Cd28	K06470
P16410	CtlA4	K06538
P33681	Cd80	K05412
A0N0P2	Cd80	K05412
P42081	Cd86	K05413
B7Z702	Cd86	K05413
A8K632	Cd86	K05413
B7Z2F3	Cd86	K05413
Q9NZQ7	Cd274	K06745
Q9BQ51	PdcD1lg2	K06708
Q7Z7D3	VtcN1	K06747
Q15116	PdcD1	K06744
Q8IX89	PdcD1	K06744
Q15116	PdcD1	K06744
Q8IX89	PdcD1	K06744
Q7Z6A9	BtlA	K06707
A8MUZ1	IcoSlg	K06710
A0N0L8	IcoSlg	K06710
O75144	IcoSlg	K06710
Q53QY6	IcoS	K06713
Q9Y6W8	IcoS	K06713
P19256	Cd58	K06492
P09326	Cd48	K06479
P13987	Cd59	K04008
Q6FHM9	Cd59	K04008
P06729	Cd2	K06449
Q53F96	Cd2	K06449
P06239	Lck	K05856
P06241	Fyn	K05703
E1P556	Fyn	K05703
P06729	Cd2	K06449
Q53F96	Cd2	K06449
Q9UIB8	Cd84	K06511
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
P11215	ItgAm	K06461
P05107	ItgB2	K06464
P16150	Spn	K06477
A8K9B1	Spn	K06477
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
P11215	ItgAm	K06461
P05107	ItgB2	K06464
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
Q13349	ItgAd	K06594
Q59H14	ItgAd	K06594
P05107	ItgB2	K06464
P16150	Spn	K06477
A8K9B1	Spn	K06477
P08575	PtpRc	K06478
Q0VAE8	PtpRc	K06478
P01732	Cd8A	K06458
Q6ZVS2	Cd8A	K06458
Q8TAW8	Cd8A	K06458
P10966	Cd8B	K06459
Q496E2	Cd8B	K06459
P01730	Cd4	K06454
B0AZV7	Cd4	K06454
B4DT49	Cd4	K06454
Q6PEY4	AlcAm	K06547
Q13740	AlcAm	K06547
B3KNN9	AlcAm	K06547
B4DTU0	AlcAm	K06547
Q6AZ88	Cd6	K06456
P30203	Cd6	K06456
Q8N4Q7	Cd6	K06456
Q6ICR9	Hla-dma	K06752
Q31604	Hla-dma	K06752
P28068	Hla-dmb	K06752
P06340	Hla-doa	K06752
Q5QNS2	Hla-dob	K06752
P13765	Hla-dob	K06752
P20036	Hla-dpa1	K06752
Q5STP1	Hla-dpa1	K06752
P04440	Hla-dpb1	K06752
P01909	Hla-dqa1	K06752
Q8MH44	Hla-dqa1	K06752
P01906	Hla-dqa2	K06752
Q5Y7A9	Hla-dqb1	K06752
P01920	Hla-dqb1	K06752
Q5SU54	Hla-dqb1	K06752
Q5Y7D3	Hla-dqb1	K06752
Q5Y7D6	Hla-dqb1	K06752
P01903	Hla-dra	K06752
Q5Y7D1	Hla-drb1	K06752
P01911	Hla-drb1	K06752
P01912	Hla-drb1	K06752
Q29974	Hla-drb1	K06752
D7RIH8	Hla-drb1	K06752
P79483	Hla-drb3	K06752
P13762	Hla-drb4	K06752
Q30154	Hla-drb5	K06752
Q5SUL5	Hla-a	K06751
P04439	Hla-a	K06751
P30443	Hla-a	K06751
B2R7U3	Hla-a	K06751
B1PKY1	Hla-a	K06751
E5FQ95	Hla-b	K06751
P01889	Hla-b	K06751
Q6R739	Hla-c	K06751
O19617	Hla-c	K06751
P10321	Hla-c	K06751
Q95HC2	Hla-c	K06751
P13747	Hla-e	K06751
Q6DU44	Hla-e	K06751
O19682	Hla-e	K06751
A8K8M6	Hla-e	K06751
P30511	Hla-f	K06751
P17693	Hla-g	K06751
Q6DU14	Hla-g	K06751
Q5SUL5	Hla-a	K06751
P04439	Hla-a	K06751
P30443	Hla-a	K06751
B2R7U3	Hla-a	K06751
B1PKY1	Hla-a	K06751
E5FQ95	Hla-b	K06751
P01889	Hla-b	K06751
Q6R739	Hla-c	K06751
O19617	Hla-c	K06751
P10321	Hla-c	K06751
Q95HC2	Hla-c	K06751
P13747	Hla-e	K06751
Q6DU44	Hla-e	K06751
O19682	Hla-e	K06751
A8K8M6	Hla-e	K06751
P30511	Hla-f	K06751
P17693	Hla-g	K06751
Q6DU14	Hla-g	K06751
P15151	Pvr	K06539
Q92692	PvrL2	K06531
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
P13591	NcaM1	K06491
O15394	NcaM2	K06491
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
Q4LE67	NcaN	K06794
O14594	NcaN	K06794
A1L3A3	CntN2	K06760
Q02246	CntN2	K06760
P11362	FgfR1	K04362
P22455	FgfR4	K05095
Q96KE5	FgfR4	K05095
O00468	AgrN	K06254
P17931	LgaLs3	K06831
E9PD49	RobO1	K06753
Q1RMC8	RobO1	K06753
Q1RMC7	RobO1	K06753
Q9Y6N7	RobO1	K06753
B2RXI1	RobO1	K06753
O75093	SliT1	K06838
Q5T0V1	SliT1	K06838
A6H8V1	SliT1	K06838
O94813	SliT2	K06839
Q9HCK4	RobO2	K06754
Q19AB5	RobO2	K06754
O75093	SliT1	K06838
Q5T0V1	SliT1	K06838
A6H8V1	SliT1	K06838
O94813	SliT2	K06839
Q92823	NrcAm	K06756
Q14BM2	NrcAm	K06756
B7Z670	NrcAm	K06756
Q14CA1	NrcAm	K06756
E9PDA4	NrcAm	K06756
Q12860	CntN1	K06759
A1L3A3	CntN2	K06760
Q02246	CntN2	K06760
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
Q12860	CntN1	K06759
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
A1L3A3	CntN2	K06760
Q02246	CntN2	K06760
P13591	NcaM1	K06491
O15394	NcaM2	K06491
O94856	NfaSc	K06757
B4DRH7	NfaSc	K06757
P08648	ItgA5	K06484
P05556	ItgB1	K05719
P06756	ItgAv	K06487
B7ZLX0	ItgAv	K06487
B7Z883	ItgAv	K06487
P05106	ItgB3	K06493
Q12860	CntN1	K06759
A1L3A3	CntN2	K06760
Q02246	CntN2	K06760
Q4LE67	NcaN	K06794
O14594	NcaN	K06794
P11362	FgfR1	K04362
Q4LE33	Tnc	K06252
P24821	Tnc	K06252
B4E1W8	Tnc	K06252
B3KXB6	Tnn	K06252
Q9UQP3	Tnn	K06252
Q92752	Tnr	K06252
A1L306	Tnr	K06252
O95681	TnxB	K06252
Q6IPK3	TnxB	K06252
O95680	TnxB	K06252
P22105	TnxB	K06252
Q9Y464	TnxB	K06252
P17931	LgaLs3	K06831
Q14563	SemA3a	K06840
Q99985	SemA3c	K06840
B4E2I9	SemA3c	K06840
O95025	SemA3d	K06840
Q9NS98	SemA3g	K06840
Q13275	SemA3f	K06840
Q13214	SemA3b	K06840
O15041	SemA3e	K06840
B4E1P1	SemA3e	K06840
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
Q92823	NrcAm	K06756
Q14BM2	NrcAm	K06756
B7Z670	NrcAm	K06756
Q14CA1	NrcAm	K06756
E9PDA4	NrcAm	K06756
O94856	NfaSc	K06757
B4DRH7	NfaSc	K06757
P13591	NcaM1	K06491
O15394	NcaM2	K06491
Q92823	NrcAm	K06756
Q14BM2	NrcAm	K06756
B7Z670	NrcAm	K06756
Q14CA1	NrcAm	K06756
E9PDA4	NrcAm	K06756
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
A1L3A3	CntN2	K06760
Q02246	CntN2	K06760
O95631	Ntn1	K06843
E9KL51	Ntn1	K06843
Q6ZVN8	Hfe2	K06847
A8K466	Hfe2	K06847
Q6NW40	RgmB	K06847
Q96B86	RgmA	K06847
B7Z5S8	RgmA	K06847
O60469	DscAm	K06767
Q8TD84	DscAml1	K06768
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
P09382	LgaLs1	K06830
P25189	Mpz	K06770
O95297	MpzL1	K06770
B2REC0	MpzL1	K06770
A8K5D4	MpzL1	K06770
Q53ES7	Mag	K06771
F5GYC0	Mag	K06771
P20916	Mag	K06771
Q567S4	Mag	K06771
P17931	LgaLs3	K06831
Q13449	LsaMp	K06772
A6NGN9	IglOn5	K06773
Q14982	OpcMl	K06773
A8K0Y0	OpcMl	K06773
Q7Z3W6	OpcMl	K06773
Q9P121	Ntm	K06774
A6NGN9	IglOn5	K06773
Q14982	OpcMl	K06773
A8K0Y0	OpcMl	K06773
Q7Z3W6	OpcMl	K06773
Q13449	LsaMp	K06772
Q7Z3B1	NegR1	K06775
Q9P121	Ntm	K06774
Q13449	LsaMp	K06772
Q7Z3B1	NegR1	K06775
A6NGN9	IglOn5	K06773
Q14982	OpcMl	K06773
A8K0Y0	OpcMl	K06773
Q7Z3W6	OpcMl	K06773
P13591	NcaM1	K06491
O15394	NcaM2	K06491
A4ZYW4	L1cAm	K06550
P32004	L1cAm	K06550
P19022	Cdh2	K06736
P05230	Fgf1	K04358
Q16089	Fgf1	K04358
P09038	Fgf2	K04358
P11487	Fgf3	K04358
P08620	Fgf4	K04358
P12034	Fgf5	K04358
Q8NBG6	Fgf5	K04358
Q8NF90	Fgf5	K04358
P10767	Fgf6	K04358
Q6FGV5	Fgf7	K04358
P21781	Fgf7	K04358
P55075	Fgf8	K04358
A1A515	Fgf8	K04358
P31371	Fgf9	K04358
C7FDY0	Fgf10	K04358
O15520	Fgf10	K04358
Q92914	Fgf11	K04358
P61328	Fgf12	K04358
B7Z4M7	Fgf13	K04358
Q92913	Fgf13	K04358
B7Z8N0	Fgf13	K04358
A8K1P5	Fgf13	K04358
D3DWH4	Fgf13	K04358
Q92915	Fgf14	K04358
B2RPH5	Fgf20	K04358
Q9NP95	Fgf20	K04358
Q9NSA1	Fgf21	K04358
Q9HCT0	Fgf22	K04358
Q9GZV9	Fgf23	K04358
O76093	Fgf18	K04358
O60258	Fgf17	K04358
O43320	Fgf16	K04358
O95750	Fgf19	K04358
P05230	Fgf1	K04358
Q16089	Fgf1	K04358
P09038	Fgf2	K04358
P11487	Fgf3	K04358
P08620	Fgf4	K04358
P12034	Fgf5	K04358
Q8NBG6	Fgf5	K04358
Q8NF90	Fgf5	K04358
P10767	Fgf6	K04358
Q6FGV5	Fgf7	K04358
P21781	Fgf7	K04358
P55075	Fgf8	K04358
A1A515	Fgf8	K04358
P31371	Fgf9	K04358
C7FDY0	Fgf10	K04358
O15520	Fgf10	K04358
Q92914	Fgf11	K04358
P61328	Fgf12	K04358
B7Z4M7	Fgf13	K04358
Q92913	Fgf13	K04358
B7Z8N0	Fgf13	K04358
A8K1P5	Fgf13	K04358
D3DWH4	Fgf13	K04358
Q92915	Fgf14	K04358
B2RPH5	Fgf20	K04358
Q9NP95	Fgf20	K04358
Q9NSA1	Fgf21	K04358
Q9HCT0	Fgf22	K04358
Q9GZV9	Fgf23	K04358
O76093	Fgf18	K04358
O60258	Fgf17	K04358
O43320	Fgf16	K04358
O95750	Fgf19	K04358
P05230	Fgf1	K04358
Q16089	Fgf1	K04358
P09038	Fgf2	K04358
P11487	Fgf3	K04358
P08620	Fgf4	K04358
P12034	Fgf5	K04358
Q8NBG6	Fgf5	K04358
Q8NF90	Fgf5	K04358
P10767	Fgf6	K04358
Q6FGV5	Fgf7	K04358
